Customer_id,Recency,Frequency,Monetary,Recency_bin,Frequency_bin,Monetary_bin
CS1747,3125,17,1099,150+,5+,501+
CS1748,3123,22,1498,150+,5+,501+
CS1749,3138,17,1174,150+,5+,501+
CS1750,3133,22,1543,150+,5+,501+
CS1751,3170,23,1504,150+,5+,501+
CS1752,3138,22,1656,150+,5+,501+
CS1753,3207,18,1180,150+,5+,501+
CS1754,3199,17,1177,150+,5+,501+
CS1755,3207,17,1164,150+,5+,501+
CS1756,3356,18,1176,150+,5+,501+
CS1757,3201,31,2238,150+,5+,501+
CS1758,3186,20,1337,150+,5+,501+
CS1759,3228,24,1654,150+,5+,501+
CS1760,3183,21,1570,150+,5+,501+
CS1761,3122,16,1144,150+,5+,501+
CS1762,3213,14,1027,150+,5+,501+
CS1763,3149,24,1689,150+,5+,501+
CS1764,3156,15,1085,150+,5+,501+
CS1765,3205,14,1079,150+,5+,501+
CS1766,3241,19,1067,150+,5+,501+
CS1767,3153,26,1674,150+,5+,501+
CS1768,3216,25,1794,150+,5+,501+
CS1769,3301,20,1356,150+,5+,501+
CS1770,3127,25,1734,150+,5+,501+
CS1771,3133,19,1337,150+,5+,501+
CS1772,3174,18,1348,150+,5+,501+
CS1773,3207,22,1442,150+,5+,501+
CS1774,3125,25,1756,150+,5+,501+
CS1775,3174,13,848,150+,5+,501+
CS1776,3179,25,1782,150+,5+,501+
CS1777,3200,14,1044,150+,5+,501+
CS1778,3152,19,1368,150+,5+,501+
CS1779,3135,16,1086,150+,5+,501+
CS1780,3130,19,1265,150+,5+,501+
CS1781,3310,29,2131,150+,5+,501+
CS1782,3197,17,1174,150+,5+,501+
CS1783,3219,17,1210,150+,5+,501+
CS1784,3240,15,993,150+,5+,501+
CS1785,3139,29,2103,150+,5+,501+
CS1786,3156,31,2218,150+,5+,501+
CS1787,3132,22,1443,150+,5+,501+
CS1788,3275,24,1548,150+,5+,501+
CS1789,3136,16,1192,150+,5+,501+
CS1790,3301,18,1241,150+,5+,501+
CS1791,3121,21,1607,150+,5+,501+
CS1792,3193,17,1179,150+,5+,501+
CS1793,3137,17,1035,150+,5+,501+
CS1794,3121,24,1764,150+,5+,501+
CS1795,3251,17,1331,150+,5+,501+
CS1796,3165,20,1462,150+,5+,501+
CS1797,3171,23,1393,150+,5+,501+
CS1798,3220,27,1826,150+,5+,501+
CS1799,3162,14,966,150+,5+,501+
CS1800,3123,16,1053,150+,5+,501+
CS1801,3233,15,994,150+,5+,501+
CS1802,3131,27,1913,150+,5+,501+
CS1803,3248,21,1562,150+,5+,501+
CS1804,3160,19,1247,150+,5+,501+
CS1805,3145,31,2076,150+,5+,501+
CS1806,3166,15,1025,150+,5+,501+
CS1807,3172,26,1732,150+,5+,501+
CS1808,3211,14,851,150+,5+,501+
CS1809,3149,21,1500,150+,5+,501+
CS1810,3163,16,1165,150+,5+,501+
CS1811,3137,18,1425,150+,5+,501+
CS1812,3126,27,1783,150+,5+,501+
CS1813,3236,25,1757,150+,5+,501+
CS1814,3258,21,1462,150+,5+,501+
CS1815,3160,14,959,150+,5+,501+
CS1816,3156,22,1723,150+,5+,501+
CS1817,3139,18,1315,150+,5+,501+
CS1818,3140,22,1674,150+,5+,501+
CS1819,3158,26,1867,150+,5+,501+
CS1820,3165,25,1898,150+,5+,501+
CS1821,3348,20,1418,150+,5+,501+
CS1822,3149,13,921,150+,5+,501+
CS1823,3161,16,1198,150+,5+,501+
CS1824,3129,17,1271,150+,5+,501+
CS1825,3134,23,1734,150+,5+,501+
CS1826,3193,15,1072,150+,5+,501+
CS1827,3133,24,1680,150+,5+,501+
CS1828,3170,16,1154,150+,5+,501+
CS1829,3139,19,1454,150+,5+,501+
CS1830,3219,17,1175,150+,5+,501+
CS1831,3135,26,1759,150+,5+,501+
CS1832,3224,25,1796,150+,5+,501+
CS1833,3188,18,1139,150+,5+,501+
CS1834,3556,13,787,150+,5+,501+
CS1835,3162,19,1389,150+,5+,501+
CS1836,3384,26,1905,150+,5+,501+
CS1837,3163,19,1469,150+,5+,501+
CS1838,3131,21,1409,150+,5+,501+
CS1839,3285,16,1123,150+,5+,501+
CS1840,3161,19,1183,150+,5+,501+
CS1841,3134,17,1110,150+,5+,501+
CS1842,3124,21,1568,150+,5+,501+
CS1843,3123,20,1432,150+,5+,501+
CS1844,3139,22,1452,150+,5+,501+
CS1845,3360,13,938,150+,5+,501+
CS1846,3207,26,1812,150+,5+,501+
CS1847,3171,22,1576,150+,5+,501+
CS1848,3201,17,1279,150+,5+,501+
CS1849,3130,11,716,150+,5+,501+
CS1850,3128,24,1908,150+,5+,501+
CS1851,3151,21,1444,150+,5+,501+
CS1852,3223,14,1020,150+,5+,501+
CS1853,3185,17,1212,150+,5+,501+
CS1854,3230,22,1686,150+,5+,501+
CS1855,3228,19,1256,150+,5+,501+
CS1856,3137,17,1063,150+,5+,501+
CS1857,3128,25,1717,150+,5+,501+
CS1858,3188,21,1389,150+,5+,501+
CS1859,3155,19,1198,150+,5+,501+
CS1860,3128,16,1062,150+,5+,501+
CS1861,3129,20,1376,150+,5+,501+
CS1862,3198,24,1634,150+,5+,501+
CS1863,3156,23,1635,150+,5+,501+
CS1864,3140,27,1992,150+,5+,501+
CS1865,3217,31,2245,150+,5+,501+
CS1866,3234,25,1890,150+,5+,501+
CS1867,3187,20,1271,150+,5+,501+
CS1868,3187,16,1048,150+,5+,501+
CS1869,3160,14,868,150+,5+,501+
CS1870,3164,24,1472,150+,5+,501+
CS1871,3262,20,1449,150+,5+,501+
CS1872,3142,20,1416,150+,5+,501+
CS1873,3176,16,1128,150+,5+,501+
CS1874,3135,16,1054,150+,5+,501+
CS1875,3145,19,1481,150+,5+,501+
CS1876,3147,21,1491,150+,5+,501+
CS1877,3213,25,1681,150+,5+,501+
CS1878,3245,23,1775,150+,5+,501+
CS1879,3173,18,1160,150+,5+,501+
CS1880,3250,18,1278,150+,5+,501+
CS1881,3279,13,902,150+,5+,501+
CS1882,3177,9,673,150+,5+,501+
CS1883,3171,15,1117,150+,5+,501+
CS1884,3157,13,802,150+,5+,501+
CS1885,3123,24,1781,150+,5+,501+
CS1886,3227,18,1157,150+,5+,501+
CS1887,3184,19,1506,150+,5+,501+
CS1888,3160,23,1739,150+,5+,501+
CS1889,3138,11,717,150+,5+,501+
CS1890,3134,23,1591,150+,5+,501+
CS1891,3430,14,927,150+,5+,501+
CS1892,3166,18,1334,150+,5+,501+
CS1893,3203,19,1262,150+,5+,501+
CS1894,3134,21,1456,150+,5+,501+
CS1895,3251,19,1357,150+,5+,501+
CS1896,3292,12,874,150+,5+,501+
CS1897,3194,21,1491,150+,5+,501+
CS1898,3199,19,1470,150+,5+,501+
CS1899,3145,11,729,150+,5+,501+
CS1900,3238,24,1737,150+,5+,501+
CS1901,3287,22,1620,150+,5+,501+
CS1902,3152,15,1109,150+,5+,501+
CS1903,3127,25,1826,150+,5+,501+
CS1904,3243,18,1275,150+,5+,501+
CS1905,3135,24,1551,150+,5+,501+
CS1906,3153,28,2012,150+,5+,501+
CS1907,3182,20,1423,150+,5+,501+
CS1908,3226,27,1833,150+,5+,501+
CS1909,3134,17,1255,150+,5+,501+
CS1910,3195,16,1142,150+,5+,501+
CS1911,3132,24,1667,150+,5+,501+
CS1912,3123,23,1510,150+,5+,501+
CS1913,3152,16,959,150+,5+,501+
CS1914,3146,18,1254,150+,5+,501+
CS1915,3303,6,497,150+,5+,401-500
CS1916,3129,23,1700,150+,5+,501+
CS1917,3234,17,1028,150+,5+,501+
CS1918,3271,13,871,150+,5+,501+
CS1919,3484,20,1256,150+,5+,501+
CS1920,3170,28,1939,150+,5+,501+
CS1921,3172,26,2011,150+,5+,501+
CS1922,3172,20,1418,150+,5+,501+
CS1923,3198,30,2130,150+,5+,501+
CS1924,3151,25,1774,150+,5+,501+
CS1925,3125,28,2000,150+,5+,501+
CS1926,3238,22,1511,150+,5+,501+
CS1927,3232,19,1220,150+,5+,501+
CS1928,3128,14,798,150+,5+,501+
CS1929,3165,16,1095,150+,5+,501+
CS1930,3217,22,1559,150+,5+,501+
CS1931,3249,19,1236,150+,5+,501+
CS1932,3264,21,1538,150+,5+,501+
CS1933,3166,23,1568,150+,5+,501+
CS1934,3165,18,1262,150+,5+,501+
CS1935,3165,21,1517,150+,5+,501+
CS1936,3203,15,1080,150+,5+,501+
CS1937,3228,18,1231,150+,5+,501+
CS1938,3144,22,1636,150+,5+,501+
CS1939,3298,19,1297,150+,5+,501+
CS1940,3373,25,1800,150+,5+,501+
CS1941,3135,15,1044,150+,5+,501+
CS1942,3210,18,1308,150+,5+,501+
CS1943,3127,20,1459,150+,5+,501+
CS1944,3138,20,1399,150+,5+,501+
CS1945,3171,21,1527,150+,5+,501+
CS1946,3131,22,1581,150+,5+,501+
CS1947,3209,20,1400,150+,5+,501+
CS1948,3175,17,1230,150+,5+,501+
CS1949,3175,26,1989,150+,5+,501+
CS1950,3122,23,1853,150+,5+,501+
CS1951,3235,20,1331,150+,5+,501+
CS1952,3217,18,1397,150+,5+,501+
CS1953,3130,20,1534,150+,5+,501+
CS1954,3126,21,1549,150+,5+,501+
CS1955,3153,20,1361,150+,5+,501+
CS1956,3322,16,1131,150+,5+,501+
CS1957,3189,23,1698,150+,5+,501+
CS1958,3228,16,987,150+,5+,501+
CS1959,3242,22,1537,150+,5+,501+
CS1960,3131,19,1424,150+,5+,501+
CS1961,3146,15,1102,150+,5+,501+
CS1962,3367,14,1062,150+,5+,501+
CS1963,3128,19,1352,150+,5+,501+
CS1964,3136,24,1499,150+,5+,501+
CS1965,3253,17,1182,150+,5+,501+
CS1966,3142,16,1159,150+,5+,501+
CS1967,3160,18,1279,150+,5+,501+
CS1968,3133,22,1429,150+,5+,501+
CS1969,3161,29,1851,150+,5+,501+
CS1970,3125,15,1133,150+,5+,501+
CS1971,3160,16,1130,150+,5+,501+
CS1972,3147,22,1630,150+,5+,501+
CS1973,3249,10,664,150+,5+,501+
CS1974,3299,21,1447,150+,5+,501+
CS1975,3206,27,1974,150+,5+,501+
CS1976,3122,14,1036,150+,5+,501+
CS1977,3139,18,1299,150+,5+,501+
CS1978,3196,31,2220,150+,5+,501+
CS1979,3245,17,1145,150+,5+,501+
CS1980,3138,22,1583,150+,5+,501+
CS1981,3128,17,1298,150+,5+,501+
CS1982,3145,32,2354,150+,5+,501+
CS1983,3357,15,1070,150+,5+,501+
CS1984,3428,15,1043,150+,5+,501+
CS1985,3176,20,1411,150+,5+,501+
CS1986,3150,17,1148,150+,5+,501+
CS1987,3155,24,1720,150+,5+,501+
CS1988,3127,23,1569,150+,5+,501+
CS1989,3130,19,1286,150+,5+,501+
CS1990,3174,18,1276,150+,5+,501+
CS1991,3122,22,1677,150+,5+,501+
CS1992,3152,18,1408,150+,5+,501+
CS1993,3296,19,1164,150+,5+,501+
CS1994,3248,16,1115,150+,5+,501+
CS1995,3288,23,1490,150+,5+,501+
CS1996,3179,28,2038,150+,5+,501+
CS1997,3256,17,1153,150+,5+,501+
CS1998,3142,25,1779,150+,5+,501+
CS1999,3128,14,1002,150+,5+,501+
CS2000,3189,21,1395,150+,5+,501+
CS2001,3246,21,1280,150+,5+,501+
CS2002,3173,19,1419,150+,5+,501+
CS2003,3192,24,1687,150+,5+,501+
CS2004,3164,20,1444,150+,5+,501+
CS2005,3150,24,1662,150+,5+,501+
CS2006,3190,15,1114,150+,5+,501+
CS2007,3174,18,1331,150+,5+,501+
CS2008,3132,21,1442,150+,5+,501+
CS2009,3126,12,943,150+,5+,501+
CS2010,3230,17,1076,150+,5+,501+
CS2011,3636,14,1078,150+,5+,501+
CS2012,3230,11,862,150+,5+,501+
CS2013,3176,18,1177,150+,5+,501+
CS2014,3134,11,871,150+,5+,501+
CS2015,3212,21,1542,150+,5+,501+
CS2016,3216,21,1595,150+,5+,501+
CS2017,3290,20,1286,150+,5+,501+
CS2018,3154,19,1404,150+,5+,501+
CS2019,3134,19,1390,150+,5+,501+
CS2020,3251,18,1331,150+,5+,501+
CS2021,3375,16,1211,150+,5+,501+
CS2022,3150,26,1981,150+,5+,501+
CS2023,3175,17,1212,150+,5+,501+
CS2024,3293,17,1176,150+,5+,501+
CS2025,3202,17,1252,150+,5+,501+
CS2026,3123,28,1907,150+,5+,501+
CS2027,3124,25,1648,150+,5+,501+
CS2028,3203,14,891,150+,5+,501+
CS2029,3258,17,1046,150+,5+,501+
CS2030,3145,25,1674,150+,5+,501+
CS2031,3158,24,1737,150+,5+,501+
CS2032,3264,19,1289,150+,5+,501+
CS2033,3318,9,571,150+,5+,501+
CS2034,3321,21,1447,150+,5+,501+
CS2035,3139,19,1344,150+,5+,501+
CS2036,3164,26,1827,150+,5+,501+
CS2037,3361,24,1663,150+,5+,501+
CS2038,3170,21,1523,150+,5+,501+
CS2039,3159,18,1302,150+,5+,501+
CS2040,3122,22,1347,150+,5+,501+
CS2041,3337,20,1301,150+,5+,501+
CS2042,3175,23,1643,150+,5+,501+
CS2043,3190,21,1420,150+,5+,501+
CS2044,3164,20,1219,150+,5+,501+
CS2045,3187,20,1460,150+,5+,501+
CS2046,3128,13,987,150+,5+,501+
CS2047,3150,23,1611,150+,5+,501+
CS2048,3141,22,1677,150+,5+,501+
CS2049,3245,22,1447,150+,5+,501+
CS2050,3133,17,1188,150+,5+,501+
CS2051,3218,20,1585,150+,5+,501+
CS2052,3138,22,1626,150+,5+,501+
CS2053,3133,20,1494,150+,5+,501+
CS2054,3166,15,1074,150+,5+,501+
CS2055,3162,29,1983,150+,5+,501+
CS2056,3174,23,1577,150+,5+,501+
CS2057,3142,17,1238,150+,5+,501+
CS2058,3132,26,1776,150+,5+,501+
CS2059,3234,25,1806,150+,5+,501+
CS2060,3236,18,1089,150+,5+,501+
CS2061,3124,22,1615,150+,5+,501+
CS2062,3260,13,795,150+,5+,501+
CS2063,3240,16,1091,150+,5+,501+
CS2064,3252,16,1111,150+,5+,501+
CS2065,3130,17,1069,150+,5+,501+
CS2066,3265,15,975,150+,5+,501+
CS2067,3293,20,1341,150+,5+,501+
CS2068,3173,15,1073,150+,5+,501+
CS2069,3225,21,1397,150+,5+,501+
CS2070,3148,19,1354,150+,5+,501+
CS2071,3144,16,1147,150+,5+,501+
CS2072,3128,24,1712,150+,5+,501+
CS2073,3156,21,1511,150+,5+,501+
CS2074,3122,17,1241,150+,5+,501+
CS2075,3185,17,1135,150+,5+,501+
CS2076,3190,15,1019,150+,5+,501+
CS2077,3129,12,683,150+,5+,501+
CS2078,3193,20,1498,150+,5+,501+
CS2079,3225,23,1576,150+,5+,501+
CS2080,3188,18,1250,150+,5+,501+
CS2081,3138,25,1749,150+,5+,501+
CS2082,3233,15,977,150+,5+,501+
CS2083,3143,26,1632,150+,5+,501+
CS2084,3141,18,1257,150+,5+,501+
CS2085,3294,25,1668,150+,5+,501+
CS2086,3131,28,2071,150+,5+,501+
CS2087,3142,15,1063,150+,5+,501+
CS2088,3520,9,612,150+,5+,501+
CS2089,3156,22,1598,150+,5+,501+
CS2090,3279,13,939,150+,5+,501+
CS2091,3221,24,1783,150+,5+,501+
CS2092,3168,19,1387,150+,5+,501+
CS2093,3168,20,1298,150+,5+,501+
CS2094,3181,21,1406,150+,5+,501+
CS2095,3134,27,1931,150+,5+,501+
CS2096,3136,16,1136,150+,5+,501+
CS2097,3129,15,1031,150+,5+,501+
CS2098,3191,24,1760,150+,5+,501+
CS2099,3209,14,1034,150+,5+,501+
CS2100,3247,18,1227,150+,5+,501+
CS2101,3183,19,1194,150+,5+,501+
CS2102,3368,19,1356,150+,5+,501+
CS2103,3156,17,1269,150+,5+,501+
CS2104,3160,25,1726,150+,5+,501+
CS2105,3416,15,963,150+,5+,501+
CS2106,3147,17,1271,150+,5+,501+
CS2107,3121,14,1047,150+,5+,501+
CS2108,3163,16,1106,150+,5+,501+
CS2109,3156,26,1836,150+,5+,501+
CS2110,3244,17,1098,150+,5+,501+
CS2111,3139,21,1518,150+,5+,501+
CS2112,3123,19,1344,150+,5+,501+
CS2113,3127,27,1892,150+,5+,501+
CS2114,3158,16,1050,150+,5+,501+
CS2115,3160,24,1807,150+,5+,501+
CS2116,3153,27,1744,150+,5+,501+
CS2117,3146,30,2020,150+,5+,501+
CS2118,3346,16,1079,150+,5+,501+
CS2119,3187,24,1775,150+,5+,501+
CS2120,3277,15,948,150+,5+,501+
CS2121,3152,18,1205,150+,5+,501+
CS2122,3142,23,1648,150+,5+,501+
CS2123,3223,21,1547,150+,5+,501+
CS2124,3441,15,1027,150+,5+,501+
CS2125,3249,19,1368,150+,5+,501+
CS2126,3152,15,1093,150+,5+,501+
CS2127,3132,29,2072,150+,5+,501+
CS2128,3160,27,1766,150+,5+,501+
CS2129,3137,21,1395,150+,5+,501+
CS2130,3170,26,1853,150+,5+,501+
CS2131,3306,12,885,150+,5+,501+
CS2132,3220,14,973,150+,5+,501+
CS2133,3195,14,902,150+,5+,501+
CS2134,3189,19,1238,150+,5+,501+
CS2135,3137,27,2036,150+,5+,501+
CS2136,3180,13,861,150+,5+,501+
CS2137,3124,25,1686,150+,5+,501+
CS2138,3170,23,1710,150+,5+,501+
CS2139,3163,21,1608,150+,5+,501+
CS2140,3194,27,1978,150+,5+,501+
CS2141,3121,17,1080,150+,5+,501+
CS2142,3153,23,1733,150+,5+,501+
CS2143,3151,15,1187,150+,5+,501+
CS2144,3342,10,597,150+,5+,501+
CS2145,3131,20,1379,150+,5+,501+
CS2146,3197,22,1433,150+,5+,501+
CS2147,3141,14,853,150+,5+,501+
CS2148,3195,22,1495,150+,5+,501+
CS2149,3137,23,1586,150+,5+,501+
CS2150,3321,18,1089,150+,5+,501+
CS2151,3146,16,1153,150+,5+,501+
CS2152,3168,13,928,150+,5+,501+
CS2153,3133,21,1550,150+,5+,501+
CS2154,3310,18,1279,150+,5+,501+
CS2155,3193,16,1087,150+,5+,501+
CS2156,3127,15,941,150+,5+,501+
CS2157,3129,18,1449,150+,5+,501+
CS2158,3309,18,1305,150+,5+,501+
CS2159,3147,19,1223,150+,5+,501+
CS2160,3187,11,614,150+,5+,501+
CS2161,3148,18,1182,150+,5+,501+
CS2162,3181,18,1263,150+,5+,501+
CS2163,3314,14,924,150+,5+,501+
CS2164,3386,17,1184,150+,5+,501+
CS2165,3247,14,914,150+,5+,501+
CS2166,3294,19,1351,150+,5+,501+
CS2167,3177,24,1739,150+,5+,501+
CS2168,3167,19,1370,150+,5+,501+
CS2169,3169,8,626,150+,5+,501+
CS2170,3189,19,1425,150+,5+,501+
CS2171,3202,16,1071,150+,5+,501+
CS2172,3150,20,1490,150+,5+,501+
CS2173,3328,18,1143,150+,5+,501+
CS2174,3163,23,1735,150+,5+,501+
CS2175,3221,23,1611,150+,5+,501+
CS2176,3199,21,1425,150+,5+,501+
CS2177,3121,19,1321,150+,5+,501+
CS2178,3126,26,1854,150+,5+,501+
CS2179,3202,30,1991,150+,5+,501+
CS2180,3144,23,1685,150+,5+,501+
CS2181,3206,15,1159,150+,5+,501+
CS2182,3193,26,1883,150+,5+,501+
CS2183,3180,13,855,150+,5+,501+
CS2184,3135,20,1259,150+,5+,501+
CS2185,3279,15,988,150+,5+,501+
CS2186,3125,20,1437,150+,5+,501+
CS2187,3176,24,1856,150+,5+,501+
CS2188,3122,19,1128,150+,5+,501+
CS2189,3184,21,1514,150+,5+,501+
CS2190,3240,23,1621,150+,5+,501+
CS2191,3154,22,1466,150+,5+,501+
CS2192,3273,14,1086,150+,5+,501+
CS2193,3142,16,1138,150+,5+,501+
CS2194,3156,24,1803,150+,5+,501+
CS2195,3134,24,1758,150+,5+,501+
CS2196,3185,14,1156,150+,5+,501+
CS2197,3238,21,1496,150+,5+,501+
CS2198,3202,24,1685,150+,5+,501+
CS2199,3193,28,1720,150+,5+,501+
CS2200,3156,19,1330,150+,5+,501+
CS2201,3132,18,1248,150+,5+,501+
CS2202,3165,26,1743,150+,5+,501+
CS2203,3124,16,1016,150+,5+,501+
CS2204,3153,18,1292,150+,5+,501+
CS2205,3180,28,1843,150+,5+,501+
CS2206,3137,18,1291,150+,5+,501+
CS2207,3143,26,1818,150+,5+,501+
CS2208,3163,28,1782,150+,5+,501+
CS2209,3259,15,949,150+,5+,501+
CS2210,3217,20,1415,150+,5+,501+
CS2211,3281,11,834,150+,5+,501+
CS2212,3236,17,1152,150+,5+,501+
CS2213,3122,24,1540,150+,5+,501+
CS2214,3189,21,1440,150+,5+,501+
CS2215,3150,25,1865,150+,5+,501+
CS2216,3321,22,1486,150+,5+,501+
CS2217,3141,17,1290,150+,5+,501+
CS2218,3142,17,1157,150+,5+,501+
CS2219,3151,17,1038,150+,5+,501+
CS2220,3152,27,1970,150+,5+,501+
CS2221,3175,18,1183,150+,5+,501+
CS2222,3177,14,949,150+,5+,501+
CS2223,3124,27,1868,150+,5+,501+
CS2224,3206,14,1073,150+,5+,501+
CS2225,3208,20,1411,150+,5+,501+
CS2226,3128,17,1270,150+,5+,501+
CS2227,3148,21,1288,150+,5+,501+
CS2228,3131,19,1315,150+,5+,501+
CS2229,3142,23,1810,150+,5+,501+
CS2230,3178,24,1600,150+,5+,501+
CS2231,3177,18,1389,150+,5+,501+
CS2232,3317,22,1243,150+,5+,501+
CS2233,3136,23,1847,150+,5+,501+
CS2234,3206,10,808,150+,5+,501+
CS2235,3152,17,1228,150+,5+,501+
CS2236,3157,25,1547,150+,5+,501+
CS2237,3147,26,1882,150+,5+,501+
CS2238,3121,15,1156,150+,5+,501+
CS2239,3379,19,1197,150+,5+,501+
CS2240,3235,13,973,150+,5+,501+
CS2241,3123,21,1540,150+,5+,501+
CS2242,3224,17,1236,150+,5+,501+
CS2243,3142,14,969,150+,5+,501+
CS2244,3159,21,1587,150+,5+,501+
CS2245,3142,20,1406,150+,5+,501+
CS2246,3128,23,1710,150+,5+,501+
CS2247,3128,17,1138,150+,5+,501+
CS2248,3181,16,1092,150+,5+,501+
CS2249,3174,23,1635,150+,5+,501+
CS2250,3130,18,1318,150+,5+,501+
CS2251,3134,25,1745,150+,5+,501+
CS2252,3155,31,2120,150+,5+,501+
CS2253,3177,17,1262,150+,5+,501+
CS2254,3222,21,1331,150+,5+,501+
CS2255,3130,17,1222,150+,5+,501+
CS2256,3156,19,1337,150+,5+,501+
CS2257,3200,23,1757,150+,5+,501+
CS2258,3286,18,1244,150+,5+,501+
CS2259,3149,17,1245,150+,5+,501+
CS2260,3162,18,1126,150+,5+,501+
CS2261,3369,18,1183,150+,5+,501+
CS2262,3235,18,1334,150+,5+,501+
CS2263,3160,27,2019,150+,5+,501+
CS2264,3163,21,1627,150+,5+,501+
CS2265,3185,15,910,150+,5+,501+
CS2266,3142,16,1043,150+,5+,501+
CS2267,3185,17,1267,150+,5+,501+
CS2268,3189,19,1470,150+,5+,501+
CS2269,3127,26,1623,150+,5+,501+
CS2270,3255,15,1121,150+,5+,501+
CS2271,3128,23,1619,150+,5+,501+
CS2272,3162,17,1144,150+,5+,501+
CS2273,3191,25,1935,150+,5+,501+
CS2274,3143,18,1124,150+,5+,501+
CS2275,3151,15,1063,150+,5+,501+
CS2276,3280,14,1071,150+,5+,501+
CS2277,3374,24,1682,150+,5+,501+
CS2278,3330,14,826,150+,5+,501+
CS2279,3159,22,1546,150+,5+,501+
CS2280,3202,24,1569,150+,5+,501+
CS2281,3513,19,1498,150+,5+,501+
CS2282,3187,21,1452,150+,5+,501+
CS2283,3136,22,1552,150+,5+,501+
CS2284,3226,29,2179,150+,5+,501+
CS2285,3128,29,2022,150+,5+,501+
CS2286,3504,15,1088,150+,5+,501+
CS2287,3162,17,1170,150+,5+,501+
CS2288,3156,19,1254,150+,5+,501+
CS2289,3280,20,1311,150+,5+,501+
CS2290,3124,26,1823,150+,5+,501+
CS2291,3124,20,1424,150+,5+,501+
CS2292,3252,23,1582,150+,5+,501+
CS2293,3166,22,1513,150+,5+,501+
CS2294,3133,22,1615,150+,5+,501+
CS2295,3257,21,1450,150+,5+,501+
CS2296,3152,25,1876,150+,5+,501+
CS2297,3194,19,1447,150+,5+,501+
CS2298,3160,21,1568,150+,5+,501+
CS2299,3192,29,1982,150+,5+,501+
CS2300,3204,23,1648,150+,5+,501+
CS2301,3227,14,968,150+,5+,501+
CS2302,3203,23,1585,150+,5+,501+
CS2303,3176,24,1673,150+,5+,501+
CS2304,3131,16,1214,150+,5+,501+
CS2305,3141,24,1717,150+,5+,501+
CS2306,3175,21,1454,150+,5+,501+
CS2307,3569,16,1207,150+,5+,501+
CS2308,3197,22,1542,150+,5+,501+
CS2309,3167,22,1472,150+,5+,501+
CS2310,3149,28,2035,150+,5+,501+
CS2311,3193,18,1321,150+,5+,501+
CS2312,3230,26,1769,150+,5+,501+
CS2313,3131,22,1507,150+,5+,501+
CS2314,3175,16,982,150+,5+,501+
CS2315,3300,16,1022,150+,5+,501+
CS2316,3124,33,2330,150+,5+,501+
CS2317,3133,21,1403,150+,5+,501+
CS2318,3235,17,1305,150+,5+,501+
CS2319,3228,18,1253,150+,5+,501+
CS2320,3172,19,1379,150+,5+,501+
CS2321,3324,20,1560,150+,5+,501+
CS2322,3155,18,1360,150+,5+,501+
CS2323,3153,22,1661,150+,5+,501+
CS2324,3150,13,898,150+,5+,501+
CS2325,3185,18,1222,150+,5+,501+
CS2326,3144,11,681,150+,5+,501+
CS2327,3141,26,1841,150+,5+,501+
CS2328,3145,27,1868,150+,5+,501+
CS2329,3225,21,1531,150+,5+,501+
CS2330,3271,19,1458,150+,5+,501+
CS2331,3130,26,1831,150+,5+,501+
CS2332,3408,16,909,150+,5+,501+
CS2333,3135,24,1822,150+,5+,501+
CS2334,3197,17,1202,150+,5+,501+
CS2335,3354,18,1112,150+,5+,501+
CS2336,3143,22,1678,150+,5+,501+
CS2337,3126,21,1454,150+,5+,501+
CS2338,3121,27,2073,150+,5+,501+
CS2339,3189,13,862,150+,5+,501+
CS2340,3172,21,1487,150+,5+,501+
CS2341,3147,24,1668,150+,5+,501+
CS2342,3182,17,1165,150+,5+,501+
CS2343,3221,18,1330,150+,5+,501+
CS2344,3179,23,1660,150+,5+,501+
CS2345,3129,29,2051,150+,5+,501+
CS2346,3161,28,1817,150+,5+,501+
CS2347,3125,18,1267,150+,5+,501+
CS2348,3263,25,1598,150+,5+,501+
CS2349,3146,20,1421,150+,5+,501+
CS2350,3139,23,1584,150+,5+,501+
CS2351,3185,23,1679,150+,5+,501+
CS2352,3282,20,1539,150+,5+,501+
CS2353,3233,16,1114,150+,5+,501+
CS2354,3133,23,1682,150+,5+,501+
CS2355,3250,20,1458,150+,5+,501+
CS2356,3318,20,1335,150+,5+,501+
CS2357,3122,24,1753,150+,5+,501+
CS2358,3359,15,1105,150+,5+,501+
CS2359,3153,24,1770,150+,5+,501+
CS2360,3159,13,881,150+,5+,501+
CS2361,3211,30,2193,150+,5+,501+
CS2362,3186,21,1505,150+,5+,501+
CS2363,3139,24,1550,150+,5+,501+
CS2364,3143,25,1866,150+,5+,501+
CS2365,3198,15,994,150+,5+,501+
CS2366,3137,18,1156,150+,5+,501+
CS2367,3202,19,1208,150+,5+,501+
CS2368,3128,27,1859,150+,5+,501+
CS2369,3168,24,1736,150+,5+,501+
CS2370,3131,21,1420,150+,5+,501+
CS2371,3173,22,1455,150+,5+,501+
CS2372,3141,22,1569,150+,5+,501+
CS2373,3275,26,1728,150+,5+,501+
CS2374,3262,20,1340,150+,5+,501+
CS2375,3153,21,1627,150+,5+,501+
CS2376,3328,10,656,150+,5+,501+
CS2377,3184,24,1763,150+,5+,501+
CS2378,3155,25,1680,150+,5+,501+
CS2379,3168,16,1225,150+,5+,501+
CS2380,3226,9,717,150+,5+,501+
CS2381,3168,19,1292,150+,5+,501+
CS2382,3244,17,1247,150+,5+,501+
CS2383,3153,20,1227,150+,5+,501+
